NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
Clinica Internacional,0x3002,hospital,619-6161,AV GARCILASO DE LA VEGA,14,,,LIMA,LIMA,LIMA,PERU,-77.03822,-12.058363,"-77.0382, -12.0584",6108
Centro de Salud de Villa Victoria,0x3002,hospital,225-4253,AV MARTIN LUTHER KING,2,UB VILLA VICTORIA,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.012035,-12.108892,"-77.012, -12.1089",6115
Hospital de la Mujer,0x3002,hospital,447-3311,AV CACERES,5,,MARISCAL CACERES 559,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.019713,-12.11941,"-77.0197, -12.1194",6116
Colegio San Jose de Cluny,0x2c05,colegio,,CA AGUILAS,3,UB LIMATAMBO,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.026384,-12.103156,"-77.0264, -12.1032",6122
Clinica Santa Maria,0x3002,hospital,,CA AGUILAS,3,UB LIMATAMBO,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.026207,-12.103399,"-77.0262, -12.1034",6124
Hospital FAP Geriatria y Salud Oral,0x3002,hospital,,,,UB LIMATAMBO,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.0207,-12.103108,"-77.0207, -12.1031",6141
Clinica de la Solidaridad,0x3002,hospital,,AV AREQUIPA,19,,,LINCE,LIMA,LIMA,PERU,-77.034631,-12.084562,"-77.0346, -12.0846",6147
Hospital de Salud Mental Horacio Noguchi,0x3002,hospital,482-0206 / 428-1101,JR ELOY ESPINOZA SALDA�A,7,UB CAYETANO HEREDIA,JR. ELOY ESPINOZA 709 - URB. PALAO,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.055649,-12.019958,"-77.0556, -12.02",6157
Clinica de la Solidaridad,0x3002,hospital,525-5462,AV TUPAC AMARU,2,AH LA MERCED,AV. TUPAC AMARU KM RIO 7.5. PARADERO LA MERCED,COMAS,LIMA,LIMA,PERU,-77.057362,-11.972221,"-77.0574, -11.9722",6196
Colegio Santa Rosa,0x2c05,colegio,,AV TUPAC AMARU,,PJ BARRIO MARGINAL SANTA ROSA,,COMAS,LIMA,LIMA,PERU,-77.049157,-11.949222,"-77.0492, -11.9492",6197
Hospital Chalaco de la Solidaridad,0x3002,hospital,,AV TOMAS VALLE,,UB ZONA INDUSTRIAL,,CALLAO,CALLAO,CALLAO,PERU,-77.102273,-12.019832,"-77.1023, -12.0198",6225
Colegio la Sorbona,0x2c05,colegio,,CA ANTONIO MARTINO,,UB CERES 1 ETAPA,,ATE,LIMA,LIMA,PERU,-76.925797,-12.028755,"-76.9258, -12.0288",6287
Clinica Guadalupe,0x3002,hospital,,AV HUAYLAS,2,,,CHORRILLOS,LIMA,LIMA,PERU,-77.025873,-12.167124,"-77.0259, -12.1671",6323
Colegio Ni�o Jesus de Praga,0x2c05,colegio,,AV ALEJANDRO IGLESIAS,4,UB HUACRACHUCO,,CHORRILLOS,LIMA,LIMA,PERU,-77.02483,-12.167505,"-77.0248, -12.1675",6327
Centro de Salud de Chorrillos,0x3002,hospital,,AV HUAYLAS,5,UB LOS LAURELES,,CHORRILLOS,LIMA,LIMA,PERU,-77.023985,-12.169427,"-77.024, -12.1694",6332
Clinica Chorrillos,0x3002,hospital,,AV HUAYLAS,12,UB JOSE OLAYA,,CHORRILLOS,LIMA,LIMA,PERU,-77.018678,-12.174611,"-77.0187, -12.1746",6350
Policlinico La Casa de la Mujer,0x3002,hospital,,AV HUAYLAS,20,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.013743,-12.179658,"-77.0137, -12.1797",6355
Clinica Santa Leonor,0x3002,hospital,,AV HUAYLAS,26,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.008213,-12.183889,"-77.0082, -12.1839",6358
IE 3041 Andres Bello,0x2c05,colegio,,AV MARIANO IGNACIO PRADO,31,UB CONDEVILLA SE�OR 1 ETAPA 3 SECTOR,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.07984,-12.027002,"-77.0798, -12.027",6386
Colegio el Milagro,0x2c05,colegio,,,,ASOC DE CHOFERES PROFESIONALES DEL PERU,,INDEPENDENCIA (LIMA),LIMA,LIMA,PERU,-77.050071,-12.009711,"-77.0501, -12.0097",6391
Colegio Micaela Bastidas,0x2c05,colegio,,JR ACUARINAS,3,UB MICAELA BASTIDAS,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.066942,-11.986994,"-77.0669, -11.987",6415
Emergencia Rebagliatti,0x3002,hospital,,,,,,JESUS MARIA,LIMA,LIMA,PERU,-77.039398,-12.079893,"-77.0394, -12.0799",6431
Colegio Perez de Cuellar,0x2c05,colegio,,AV VICTOR A BELAUNDE OESTE,6,UB EL RETABLO 2 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.054736,-11.936162,"-77.0547, -11.9362",6482
Colegio especial Divina Misericordia,0x2c05,colegio,,AV REVOLUCION,9,PJ SECTOR I GRUPO 15 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.945742,-12.198722,"-76.9457, -12.1987",6492
Colegio Congregaci�n de Religiosas Reparadoras Sagrado,0x2c05,colegio,14452297,CA BELLAVISTA,1,,CALLE BELLAVISTA 170,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.032029,-12.119904,"-77.032, -12.1199",6540
Colegio Little Dalton,0x2c05,colegio,471-0242 / 471-2696,AV PETIT THOUARS,18,,AV. PETIT THOUARS 1845,LINCE,LIMA,LIMA,PERU,-77.033429,-12.082797,"-77.0334, -12.0828",6639
Colegio Rosa de Santa Maria,0x2c05,colegio,,JR CARHUAZ,3,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.045442,-12.05362,"-77.0454, -12.0536",6642
Instituto del Corazon (Incor),0x3002,hospital,,JR CORONEL ZEGARRA,3,,,JESUS MARIA,LIMA,LIMA,PERU,-77.039686,-12.077018,"-77.0397, -12.077",6670
Colegio San Alfonso,0x2c05,colegio,,CA CALLE 1,,,,ATE,LIMA,LIMA,PERU,-76.886134,-12.023704,"-76.8861, -12.0237",6719
Colegio Antares,0x2c05,colegio,,AV ALONSO DE MOLINA,3,UB VALLE HERMOSO DE MONTERRICO,,SURCO,LIMA,LIMA,PERU,-76.975249,-12.113718,"-76.9752, -12.1137",6747
Colegio Republica de Venezuela,0x2c05,colegio,,AV ARGENTINA,9,UB SANTA MARIA NORTE,,CALLAO,CALLAO,CALLAO,PERU,-77.130824,-12.051705,"-77.1308, -12.0517",6766
Colegio Augusto Cazorla,0x2c05,colegio,,AV REPUBLICA DE PANAMA,7,UB CHACARITAS,,CALLAO,CALLAO,CALLAO,PERU,-77.133892,-12.053093,"-77.1339, -12.0531",6768
Centro Salud,0x3002,hospital,,AV 28 DE JULIO,2,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.02036,-12.150547,"-77.0204, -12.1505",6893
Centro Medico Municipal,0x3002,hospital,,PLAZA SANTA EULALIA,,,,SANTA EULALIA,HUAROCHIRI,LIMA,PERU,-76.663716,-11.901182,"-76.6637, -11.9012",6928
Centro Salud San Carlos,0x3002,hospital,,AV HUANCARAY,,ASOC LOS PORTALES DE SANTA ANITA,,SANTA ANITA,LIMA,LIMA,PERU,-76.958139,-12.039757,"-76.9581, -12.0398",6996
Colegio Manuel Gonzales Prada,0x2c05,colegio,,AV FRANCISCO BOLOGNESI,,UB EL VALLE 1 ETAPA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.956585,-12.020798,"-76.9566, -12.0208",7018
Hospital de la Solidaridad,0x3002,hospital,,JR HIPOLITO UNANUE,3,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.028893,-12.067335,"-77.0289, -12.0673",7039
Clinica San Vicente,0x3002,hospital,,AV PERU,32,UB PERU III ZONA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.081568,-12.031218,"-77.0816, -12.0312",7079
Colegio Abraham Cea Zerron,0x2c05,colegio,,AV MORALES DUAREZ,20,UB MIRONES BAJO,,LIMA,LIMA,LIMA,PERU,-77.068847,-12.03514,"-77.0688, -12.0351",7096
Colegio Recalde de Comas,0x2c05,colegio,,AV METROPOLITANA,6,UB CARABAYLLO 1 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.061317,-11.965717,"-77.0613, -11.9657",7126
Colegio Nuestra Alma Mater,0x2c05,colegio,,AV UNIVERSITARIA,2,UB EL RETABLO 4 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.055241,-11.932195,"-77.0552, -11.9322",7140
Atrio School,0x2c05,colegio,,AV HEROES DEL CENEPA,,FUND SANTA BARBARA LOTE 57,,COMAS,LIMA,LIMA,PERU,-77.049071,-11.897436,"-77.0491, -11.8974",7158
Hospital de la Solidaridad,0x3002,hospital,,CARR PANAMERICANA NORTE,,UB LAS VEGAS,,PUENTE PIEDRA,LIMA,LIMA,PERU,-77.070557,-11.870332,"-77.0706, -11.8703",7285
Hospital Chalaco III,0x3002,hospital,,AV PANAMERICANA NORTE,36,ASOC NUEVA JERUSALEN,,VENTANILLA,CALLAO,CALLAO,PERU,-77.119722,-11.82862,"-77.1197, -11.8286",7299
Hospital Materno Infantil,0x3002,hospital,,JR MIGUEL GRAU,,AH LURIN,,LURIN,LIMA,LIMA,PERU,-76.869487,-12.27372,"-76.8695, -12.2737",7311
Centro de Salud Portada de Manchay,0x3002,hospital,,AV CLAVELES,,AH PORTADA DE MANCHAY I,,PACHACAMAC,LIMA,LIMA,PERU,-76.881877,-12.089012,"-76.8819, -12.089",7314
Colegio Trilce,0x2c05,colegio,,AV MORRO SOLAR,26,UB PROLONGACION BENAVIDES 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-76.982961,-12.147616,"-76.983, -12.1476",7325
Colegio Manuel Calvo Perez,0x2c05,colegio,,ENTRADA A PUCUSANA,,AH SKEIKO SOFIA FUJIMORI,,PUCUSANA,LIMA,LIMA,PERU,-76.787379,-12.492029,"-76.7874, -12.492",7374
Colegio San Salvador,0x2c05,colegio,,AV CEMENTERIO,,,,PACHACAMAC,LIMA,LIMA,PERU,-76.8583,-12.229159,"-76.8583, -12.2292",7439
Centro Salud Pachacamac,0x3002,hospital,,JR PARAISO,,,,PACHACAMAC,LIMA,LIMA,PERU,-76.85811,-12.228222,"-76.8581, -12.2282",7440
Hospital Chalaco 2,0x3002,hospital,,AV JUPITER,,,,VENTANILLA,CALLAO,CALLAO,PERU,-77.12591,-11.885498,"-77.1259, -11.8855",7506
Hospital Dos de Mayo,0x3002,hospital,328-0028,AV MIGUEL GRAU,14,UB BARRIOS ALTOS,GRAU CDRA. 14 S/N,LIMA,LIMA,LIMA,PERU,-77.016789,-12.056402,"-77.0168, -12.0564",7535
Clinica de la Solidaridad,0x3002,hospital,,JR TORRE UGARTE,2,,,LINCE,LIMA,LIMA,PERU,-77.032903,-12.089076,"-77.0329, -12.0891",7556
Colegio Nuestra Se�ora del Carmen,0x2c05,colegio,7195787,AV BENAVIDES,16,UB AURORA,AV. BENAVIDES 1665,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.015487,-12.126559,"-77.0155, -12.1266",7560
Centro Medico Dr Luis Quito,0x3002,hospital,,JR ABTAO,1,RES MIGUEL GRAU,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.023247,-12.058467,"-77.0232, -12.0585",7583
Colegio Santa Ana,0x2c05,colegio,,JR ALBERTO BARTON,2,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.024894,-12.083858,"-77.0249, -12.0839",7586
Colegio Trilce,0x2c05,colegio,,AV PARACAS,6,UB RECAUDADORES,,ATE,LIMA,LIMA,PERU,-76.982718,-12.078959,"-76.9827, -12.079",7661
Puesto Salud Matazango,0x3002,hospital,,AV EL BOULEVARD,6,UB SANTA ROSA,,LA MOLINA,LIMA,LIMA,PERU,-76.967566,-12.070364,"-76.9676, -12.0704",7676
Colegio Monterrico,0x2c05,colegio,,,,UB LOS GRANADOS,,SURCO,LIMA,LIMA,PERU,-76.971285,-12.090898,"-76.9713, -12.0909",7809
Colegio Maria Reina Marianistas,0x2c05,colegio,,AV PARDO Y ALIAGA,2,,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.035602,-12.107709,"-77.0356, -12.1077",7811
Colegio Maria Parado de Bellido,0x2c05,colegio,,CA ANTON SANCHEZ,2,UV PALOMARES,,RIMAC,LIMA,LIMA,PERU,-77.028267,-12.029017,"-77.0283, -12.029",7856
Colegio FAP Manuel Polo Jimenez,0x2c05,colegio,,AV PROLONGACION EL CARMEN,,UB VILLA FAP,,SURCO,LIMA,LIMA,PERU,-76.992722,-12.15003,"-76.9927, -12.15",7908
Casa de la Juventud,0x2c05,colegio,,AV HUAYLAS,24,AH TRABAJADORES DE INSTITUTO DE SALUD,,CHORRILLOS,LIMA,LIMA,PERU,-77.011461,-12.182422,"-77.0115, -12.1824",7981
Colegio Nuestra Se�ora del Rosario,0x2c05,colegio,,,,UB SANTO TOMAS,,SAN BORJA,LIMA,LIMA,PERU,-77.007804,-12.106864,"-77.0078, -12.1069",8038
Clinica Mu�oz,0x3002,hospital,,AV EDUARDO ORDO�EZ,1,UB SANTO TOMAS,,SAN BORJA,LIMA,LIMA,PERU,-77.00754,-12.105706,"-77.0075, -12.1057",8039
Colegio Santisima Trinidad,0x2c05,colegio,,JR PEDRO PASCUAL FARFAN,12,UB TRINIDAD,,LIMA,LIMA,LIMA,PERU,-77.064775,-12.050709,"-77.0648, -12.0507",8102
Posta Essalud Independencia,0x3002,hospital,,CA CALLE 3,2,UB PANAMERICANA NORTE,,INDEPENDENCIA (LIMA),LIMA,LIMA,PERU,-77.061788,-11.992785,"-77.0618, -11.9928",8166
Clinica Cori,0x3002,hospital,,AV CARLOS IZAGUIRRE,10,UB ANGELICA GAMARRA,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073296,-11.991147,"-77.0733, -11.9911",8183
Essalud Carabayllo,0x3002,hospital,,AV UNIVERSITARIA,3,UB TUNGASUCA 1 ETAPA,,CARABAYLLO,LIMA,LIMA,PERU,-77.037782,-11.89596,"-77.0378, -11.896",8233
Colegio San Rafael,0x2c05,colegio,,AV LAS ARTES SUR,6,UB SAN BORJA SUR,,SAN BORJA,LIMA,LIMA,PERU,-77.006344,-12.103599,"-77.0063, -12.1036",8279
Colegio los Reyes Rojos,0x2c05,colegio,,AV MIGUEL GRAU,6,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.021724,-12.144946,"-77.0217, -12.1449",8291
Colegio Maria de los Angeles,0x2c05,colegio,,AV EL DERBY,3,UB EL DERBY,,SURCO,LIMA,LIMA,PERU,-76.973755,-12.098258,"-76.9738, -12.0983",8328
Centro de Salud,0x3002,hospital,,,,UB RINCONADA BAJA,,LA MOLINA,LIMA,LIMA,PERU,-76.935326,-12.08056,"-76.9353, -12.0806",8351
Clinica Santa Margarita,0x3002,hospital,,CA CAOBAS,1,UB EL REMANSO,,LA MOLINA,LIMA,LIMA,PERU,-76.9496,-12.091063,"-76.9496, -12.0911",8357
Centro Medico San Felipe,0x3002,hospital,,AV JAVIER PRADO ESTE,48,UB CAMACHO,,LA MOLINA,LIMA,LIMA,PERU,-76.968988,-12.082384,"-76.969, -12.0824",8373
Essalud Centro de Reabilitacion,0x3002,hospital,,JR PROLONGACION CANGALLO,3,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.021434,-12.061271,"-77.0214, -12.0613",8384
Colegio Republica del Brasil,0x2c05,colegio,,JR CANGALLO,7,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.021867,-12.055871,"-77.0219, -12.0559",8386
Policlinico Parroquial Sra Cocharcas,0x3002,hospital,,JR HUANUCO,9,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.017972,-12.055729,"-77.018, -12.0557",8388
Clinica Dr Servan,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,5,UB CHACARILLA DE OTERO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.006413,-12.022219,"-77.0064, -12.0222",8397
Puesto de Salud Azcarrus,0x3002,hospital,,,,UB ASCARRUNZ ALTO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.001071,-12.017294,"-77.0011, -12.0173",8411
Clinica San Juan Bautista,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,17,UB LAS FLORES,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.006782,-12.004175,"-77.0068, -12.0042",8444
Policlinico Tucuman,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,21,UB LA HUAYRONA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.009793,-11.995604,"-77.0098, -11.9956",8451
Medic Center San Camilo,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,22,UB LA HUAYRONA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.010506,-11.993242,"-77.0105, -11.9932",8453
Clinica San Pablo,0x3002,hospital,,AV JORGE BASADRE OESTE,1,UB SAN FERNANDO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.011026,-11.989792,"-77.011, -11.9898",8461
Colegio Fe y Alegria 5,0x2c05,colegio,,AV LIMA,1,UB LAS FLORES,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.010768,-12.025052,"-77.0108, -12.0251",8525
Colegio Maria Alvarado,0x2c05,colegio,,JR TAFUR,2,,,LIMA,LIMA,LIMA,PERU,-77.044063,-12.064911,"-77.0441, -12.0649",8608
Clinica Dr Servan,0x3002,hospital,,AV MIGUEL GRAU,9,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.021614,-12.057811,"-77.0216, -12.0578",8719
Colegio Leoncio Prado,0x2c05,colegio,,AV CIPRESES,,UB LOS FICUS,,SANTA ANITA,LIMA,LIMA,PERU,-76.978107,-12.049397,"-76.9781, -12.0494",8752
Colegio Juan Infante Vera,0x2c05,colegio,,,,UB SEREMZA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.988666,-12.032929,"-76.9887, -12.0329",8757
Clinica del Dr Casanova,0x3002,hospital,371-1117,CA GAVILANES,,UB EL CLUB HUACHIPA,LOS GAVILANES MZ C LT 30 UB STA MARIA DE HUACHIPA,LURIGANCHO,LIMA,LIMA,PERU,-76.937826,-12.012813,"-76.9378, -12.0128",8786
Colegio Santa Rita de Casia,0x2c05,colegio,,AV TUCANES,,UB EL CLUB HUACHIPA,,LURIGANCHO,LIMA,LIMA,PERU,-76.947014,-12.017825,"-76.947, -12.0178",8794
Colegio San Francisco de Borja,0x2c05,colegio,,CA RIVERA,1,,,SAN BORJA,LIMA,LIMA,PERU,-76.998293,-12.09086,"-76.9983, -12.0909",8825
Clinica de la Mujer,0x3002,hospital,,AV SAN BORJA SUR,2,UB SAN BORJA SUR,,SAN BORJA,LIMA,LIMA,PERU,-77.007977,-12.100475,"-77.008, -12.1005",8827
Nido Little one Too,0x2c05,colegio,,CA MATAMOROS,2,UB TAMBO DE MONTERRICO,,SAN BORJA,LIMA,LIMA,PERU,-76.985752,-12.10919,"-76.9858, -12.1092",8837
Agusto Arriola Cirugia Estetica,0x3002,hospital,372-5361 / 997311424,AV BUENA VISTA,3,UB TAMBO DE MONTERRICO,BUENA VISTA 272 CHACARILLA DEL ESTANQUE,SAN BORJA,LIMA,LIMA,PERU,-76.979627,-12.106576,"-76.9796, -12.1066",8839
Hospital de la Solidaridad,0x3002,hospital,,JR GAMARRA,1,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.096478,-12.084508,"-77.0965, -12.0845",8897
Colegio Santa Teresita de Avila,0x2c05,colegio,,AV ARICA,20,,,LIMA,LIMA,LIMA,PERU,-77.061065,-12.054299,"-77.0611, -12.0543",8922
Colegio Cesar Vallejo,0x2c05,colegio,,AV BOLIVIA,5,UB CHACRA COLORADA,,BRENA,LIMA,LIMA,PERU,-77.042573,-12.05634,"-77.0426, -12.0563",8927
Primeros Auxilios,0x3002,hospital,,PARQUE DE LAS LEYENDAS,,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.087435,-12.070574,"-77.0874, -12.0706",8970
Colegio Santa Rosa Dominicas de la Inmaculada,0x2c05,colegio,440-6323,CA PROLONGACION ARENALES,4,,PROLG. ARENALES 420,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.032847,-12.103235,"-77.0328, -12.1032",8978
Centro de Vacunacion Internacional,0x3002,hospital,264-6889,AV AUGUSTO PEREZ ARANIBAR,17,,AV. DEL EJERCITO CDRA. 17,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.05494,-12.106926,"-77.0549, -12.1069",8989
Centro de Vacunacion del Hospital del Ni�o,0x3002,hospital,330-0066,JR INDEPENDENCIA,1,,AV. BRASIL CUADRA 6,BRENA,LIMA,LIMA,PERU,-77.045473,-12.064615,"-77.0455, -12.0646",8990
Colegio Maria Auxiliadora,0x2c05,colegio,423-0628,JR OLMEDO,1,,JR. OLMEDO 120,BRENA,LIMA,LIMA,PERU,-77.044452,-12.063232,"-77.0445, -12.0632",8991
Colegio Rosa Merino,0x2c05,colegio,,AV SAMUEL ALCAZAR,4,UB LEONCIO PRADO,,RIMAC,LIMA,LIMA,PERU,-77.029706,-12.030455,"-77.0297, -12.0305",9066
Ce Manuel Gonzales Prada,0x2c05,colegio,,CA GONZALES PRADA,4,,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.06703,-11.995553,"-77.067, -11.9956",9130
Colegio Jesus Salvador,0x2c05,colegio,,AV DOMINICOS,11,UB LOS NOGALES,,CALLAO,CALLAO,CALLAO,PERU,-77.101273,-12.002217,"-77.1013, -12.0022",9165
Essalud Centro Atencion Primaria del Agustino,0x3002,hospital,,AV RIVA AGUERO,16,PJ PRO VIVIENDA EL AGUSTINO 5 ETAPA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.998065,-12.044686,"-76.9981, -12.0447",9207
Ce Jose Carlos Mariategui,0x2c05,colegio,,AV RIVA AGUERO,18,PJ PRO VIVIENDA EL AGUSTINO 5 ETAPA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.997378,-12.042883,"-76.9974, -12.0429",9208
Hospital de la Solidaridad,0x3002,hospital,,AV CESAR VALLEJO,12,ASOC BRISAS DE SEVIMA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.997227,-12.039843,"-76.9972, -12.0398",9211
Policlinico el Angel,0x3002,hospital,,AV CESAR VALLEJO,15,UB TAYACAJA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.991731,-12.039628,"-76.9917, -12.0396",9214
Colegio Apeiron Saco Oliveros,0x2c05,colegio,,CA CALLE 1,,UB SAN PEDRO,,ATE,LIMA,LIMA,PERU,-76.953898,-12.055034,"-76.9539, -12.055",9267
Colegio Nuestra Se�ora de la Merced,0x2c05,colegio,,AV INGENIEROS,2,,,ATE,LIMA,LIMA,PERU,-76.952447,-12.05585,"-76.9524, -12.0559",9268
Policlinico Nuestra Se�ora de la Cruz,0x3002,hospital,,CA JUNIN,3,UB LA MERCED DE MONTERRICO,,ATE,LIMA,LIMA,PERU,-76.951636,-12.052893,"-76.9516, -12.0529",9272
Policlinico Medical,0x3002,hospital,,AV NICOLAS AYLLON,55,ASOC VILLA VITARTE,,ATE,LIMA,LIMA,PERU,-76.923486,-12.028614,"-76.9235, -12.0286",9295
Policlinico Mision Salud,0x3002,hospital,,AV NICOLAS AYLLON,56,ASOC VILLA VITARTE,,ATE,LIMA,LIMA,PERU,-76.922552,-12.027772,"-76.9226, -12.0278",9297
Colegio Virgen de Fatima,0x2c05,colegio,,AV MANUEL ECHEANDIA,2,UB SAN PABLO 1 ETAPA,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-76.996442,-12.0653,"-76.9964, -12.0653",9323
Colegio Particular Santa Matilde,0x2c05,colegio,,JR MANUEL BEINGOLEA,2,UB LA VI�A,,SAN LUIS (LIMA),LIMA,LIMA,PERU,-76.99614,-12.071714,"-76.9961, -12.0717",9332
Colegio Sr de los Milagros,0x2c05,colegio,,AV OSCAR R BENAVIDES,19,,,CALLAO,CALLAO,CALLAO,PERU,-77.124223,-12.058439,"-77.1242, -12.0584",9388
Colegio Canonesas de la Cruz,0x2c05,colegio,,AV SAN MARTIN,9,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.062576,-12.076337,"-77.0626, -12.0763",9437
CEP El Carmelo,0x2c05,colegio,463-0588,CA ALOMIAS ROBLES,3,,CALLE DANIEL A. ROBLES 380,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.060386,-12.074943,"-77.0604, -12.0749",9438
Colegio Santa Rosa,0x2c05,colegio,,AV CENTENARIO,2,UB CONFRATERNIDAD,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.024086,-12.141234,"-77.0241, -12.1412",9455
Colegio Champagnat,0x2c05,colegio,,,,UB LOS ROSALES,,SURCO,LIMA,LIMA,PERU,-77.000047,-12.143356,"-77, -12.1434",9458
Colegio Santa Rita de Casia,0x2c05,colegio,,CA SOR TITA,1,UB BENAVIDES,,SURCO,LIMA,LIMA,PERU,-77.008715,-12.129013,"-77.0087, -12.129",9459
Colegio Santa Maria Marianistas,0x2c05,colegio,,CA MONTE GRANDE,4,UB CHACARILLA DEL ESTANQUE,,SURCO,LIMA,LIMA,PERU,-76.990553,-12.113046,"-76.9906, -12.113",9460
Colegio Peruano Britanico,0x2c05,colegio,,AV VIA LACTEA,4,UB EL CORTIJO,,SURCO,LIMA,LIMA,PERU,-76.97345,-12.092529,"-76.9735, -12.0925",9462
Oftalmo Salud,0x3002,hospital,,AV HEROES,3,UB SAN JUAN ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.975122,-12.153017,"-76.9751, -12.153",9507
Clinica Virgen de las Mercedes,0x3002,hospital,,AV SAN JUAN,7,UB SAN JUAN ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.973275,-12.161379,"-76.9733, -12.1614",9533
Centro Salud Trebol Azul,0x3002,hospital,,CA MIGUEL GRAU,,PJ TREBOL AZUL,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.965886,-12.177447,"-76.9659, -12.1774",9579
Centro de Salud Leonor Saavedra,0x3002,hospital,,AV JOSE TORRES PAZ,1,UB POP CIUDAD DE DIOS ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.972367,-12.15351,"-76.9724, -12.1535",9595
Policlinico Miami Center,0x3002,hospital,,AV HEROES,4,UB POP CIUDAD DE DIOS ZONA A,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.972858,-12.15331,"-76.9729, -12.1533",9596
Colegio Altair,0x2c05,colegio,,AV ARBOLEDA,3,UB LOS SIRIUS,,LA MOLINA,LIMA,LIMA,PERU,-76.949998,-12.093916,"-76.95, -12.0939",9602
Colegio Reyna del Mundo,0x2c05,colegio,,,,UB RINCONADA DEL LAGO,,LA MOLINA,LIMA,LIMA,PERU,-76.925787,-12.09222,"-76.9258, -12.0922",9603
Colegio Villa Caritas,0x2c05,colegio,,,,UB RINCONADA DEL LAGO,,LA MOLINA,LIMA,LIMA,PERU,-76.92152,-12.099209,"-76.9215, -12.0992",9604
